IDA & IBRD total;178700100.0;323854019.0;631333677.0;683927328.0;891956142.2;997808123.8;1080347426.6;1174597728.9;1276673084.4;1394996272.1;1510374045.4;..
IDA blend;9171900.0;11843681.0;15194650.0;14478595.0;20385957.4;23628953.4;24608595.8;24079819.1;24297853.3;25421250.5;26456848.8;..
IDA only;9532400.0;9717790.0;13629524.0;..;20684326.7;24962357.7;24940008.3;26632300.3;28818417.6;29296194.7;30118137.5;..
IDA total;18704300.0;21561471.0;28824174.0;28773895.0;41070284.1;48591311.1;49548604.1;50712119.4;53116271.0;54717445.2;56574986.4;..
Late-demographic dividend;84784000.0;216639000.0;485748645.0;572829124.0;685670532.1;761255355.4;830069110.5;907272787.7;985686600.9;1086770534.6;1180704624.5;..
Latin America & Caribbean;65165400.0;96507566.0;133677728.0;140453020.0;178418790.8;198178802.3;217297987.7;234290843.1;248819233.0;264192450.1;266630539.4;..
Latin America & Caribbean (excluding high income);60353100.0;86149501.0;122038590.0;129051047.0;164785288.8;182123333.9;199421408.5;215823712.1;229531624.6;244628007.7;245718103.7;..
Latin America & the Caribbean (IDA & IBRD countries);62937900.0;93639750.0;131727500.0;138693494.0;175872865.0;195644076.8;214936094.0;232318775.1;246692569.6;261997964.3;264469982.1;..
Least developed countries: UN classification;7986900.0;7690574.0;11256036.0;11769610.0;18083757.3;21798105.8;22619179.0;25019675.1;25990551.5;26449661.6;27183400.7;..
Low & middle income;174594600.0;313711969.0;616532959.0;669542466.0;876479594.7;979574020.4;1059843857.1;1153198498.2;1254233393.9;1372865968.4;1485691639.4;..
Low income;4796700.0;4389518.0;..;..;10466490.0;12840513.3;13482786.9;14659831.8;14211940.6;14330963.4;15403759.1;..
Lower middle income;50098000.0;71031825.0;149811687.0;151935363.0;226349891.0;260249834.9;272794070.0;280932166.6;306961954.8;337624987.0;379632455.9;..
Middle East & North Africa;38928000.0;59654534.0;71070884.0;114274202.0;151073013.6;160271708.8;175337423.6;188897689.1;204902736.9;216985956.0;236595633.3;..
Middle East & North Africa (excluding high income);20968500.0;26100792.0;35864926.0;38021520.0;52770471.8;52290259.4;50973534.9;53720922.1;54370978.9;51162286.9;53839306.5;..
Middle East & North Africa (IDA & IBRD countries);20968500.0;26100792.0;35864926.0;38021520.0;52770471.8;52290259.4;50973534.9;53720922.1;54370978.9;51162286.9;53839306.5;..
Middle income;169797900.0;309322451.0;610809310.0;663213234.0;866013104.8;966733507.1;1046361070.1;1138538666.4;1240021453.2;1358535005.0;1470287880.3;..
North America;485175416.0;707095388.0;755498308.0;732006924.0;783774409.4;796874012.0;807166400.8;814697725.9;838238607.0;878450301.7;908355425.6;..
Not classified;..;..;..;..;..;..;..;..;..;..;..;..
OECD members;841204216.0;1323506314.0;1547716037.0;1503113310.0;1654361846.6;1700847956.5;1740333022.6;1799294612.4;1870466668.9;1989413558.5;2099145536.0;..
Other small states;5798000.0;..;..;..;29535977.7;31467772.9;34532854.9;34877522.0;..;43748642.5;51400210.9;..
Pacific island small states;647200.0;994674.0;1487471.0;1861811.0;1679808.5;1691669.5;1701510.5;1807896.0;2006028.0;2120855.6;2238967.6;..
Post-demographic dividend;823529116.0;1301972064.0;1469546762.0;1409097909.0;1535018340.7;1572981001.5;1599345143.5;1647552395.8;1703839061.7;1790415387.6;1879538874.5;..
Pre-demographic dividend;7398600.0;5605843.0;..;..;17819048.7;20387700.8;20515501.7;19925850.8;19349770.9;18926211.4;18582271.7;..
Small states;10857400.0;20091826.0;..;..;36212017.3;38988883.6;42154410.3;42160917.6;47106780.0;51715300.2;59584362.7;..
South Asia;18916100.0;26822530.0;60323625.0;64195666.0;78888194.9;91031850.1;89645445.2;93893397.5;102251106.6;120221879.2;142492664.2;..
South Asia (IDA & IBRD);18916100.0;26822530.0;60323625.0;64195666.0;78888194.9;91031850.1;89645445.2;93893397.5;102251106.6;120221879.2;142492664.2;..
Sub-Saharan Africa;14808400.0;17912857.0;28096606.0;27748907.0;38191509.1;42648276.4;45408840.8;43790341.8;44380996.1;46835731.7;48919606.4;..
Sub-Saharan Africa (excluding high income);14566000.0;17519022.0;27510500.0;27184327.0;37778795.1;42254442.4;45172846.8;43445905.8;43973716.1;46338235.7;48351692.4;..
Sub-Saharan Africa (IDA & IBRD countries);14808400.0;17912857.0;28096606.0;27748907.0;38191509.1;42648276.4;45408840.8;43790341.8;44380996.1;46835731.7;48919606.4;..
Upper middle income;119699900.0;238290626.0;460997623.0;511277871.0;639663213.7;706483672.2;773567000.2;857606499.7;933059498.5;1020910018.0;1090655424.4;..
World;1024976616.0;1674064712.0;2208218737.0;2249728546.0;2628261258.2;2786953830.2;2894054971.6;3048275073.2;3227291386.5;3463849191.7;3696181786.0;..
