PassengerId,CryoSleep,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,FamilySize,OHE_CabinDeck_B,OHE_CabinDeck_C,OHE_CabinDeck_D,OHE_CabinDeck_E,OHE_CabinDeck_F,OHE_CabinDeck_G,OHE_CabinDeck_T,OHE_CabinSide_S,OHE_HomePlanet_Europa,OHE_HomePlanet_Mars,OHE_Destination_PSO J318.5-22,OHE_Destination_TRAPPIST-1e
0009_01,False,0.21372790605607045,False,-0.2325671842867044,-0.2853550449067772,1.639195641157478,-0.27375941036293405,-0.16927278185279898,True,1,False,False,False,False,True,False,False,False,False,True,False,True
0010_01,False,1.3147214121727686,False,0.7690777524401178,-0.28475926253425693,-0.1967022160828224,-0.27375941036293405,-0.24823951714835607,False,1,False,False,False,False,False,True,False,True,False,False,False,True
0011_01,False,-0.061520470473104105,False,-0.3333518915424992,0.29493698592797685,-0.28867063426215694,-0.27201105117428825,-0.2633230508564962,True,1,False,False,False,False,True,False,False,False,False,False,False,True
0015_01,False,-0.33676884700227866,False,-0.3457561632047509,-0.28475926253425693,-0.3094936723404968,-0.27375941036293405,0.29565496303340233,False,1,False,False,False,False,True,False,False,False,False,False,False,False
0016_01,True,1.1082851297758878,False,-0.3457561632047509,-0.2853550449067772,-0.3094936723404968,-0.27375941036293405,-0.26953391767749507,True,1,False,False,False,False,True,False,False,False,False,True,False,True
0017_01,False,-1.9882591061773258,False,-0.3457561632047509,-0.2853550449067772,-0.3094936723404968,-0.27375941036293405,-0.26953391767749507,True,2,False,False,False,False,False,True,False,False,False,False,False,True
0017_02,False,-1.024889788325215,False,0.29306382740121,-0.2853550449067772,-0.30775841916730184,-0.27375941036293405,0.33292016395939555,False,2,False,False,False,False,True,False,False,False,False,False,False,False
0020_01,True,-1.9194470120450322,False,-0.3457561632047509,-0.2853550449067772,-0.3094936723404968,-0.27375941036293405,-0.26953391767749507,False,2,False,False,False,True,False,False,False,True,False,False,False,True
0020_02,True,1.3835335063050622,False,-0.3457561632047509,-0.2853550449067772,-0.3094936723404968,-0.27375941036293405,-0.26953391767749507,False,2,False,False,False,True,False,False,False,True,False,False,False,False
0020_04,False,-1.3001381648543895,False,-0.3457561632047509,-0.2853550449067772,-0.3094936723404968,-0.27375941036293405,-0.26953391767749507,True,1,False,False,False,True,False,False,False,True,False,False,False,True
0020_06,False,-1.5065744472512705,False,-0.3457561632047509,-0.2853550449067772,-0.3094936723404968,-0.27375941036293405,-0.26953391767749507,False,1,False,False,False,True,False,False,False,True,False,False,False,True
0025_01,False,-0.9560776941929213,False,-0.3457561632047509,-0.1513040110897139,-0.3094936723404968,0.5986718247713273,-0.26953391767749507,False,1,False,False,False,False,True,False,False,True,False,False,False,True
0026_01,False,0.3513520943206577,False,-0.3116444161335588,3.332831303408892,-0.3094936723404968,0.9833108462734064,0.021489556220737806,False,1,False,True,False,False,False,False,False,False,True,False,False,False
0028_01,False,0.9706609415113004,False,1.39859453929939,-0.2853550449067772,-0.07349924078597804,-0.23179878983543453,-0.26953391767749507,False,1,False,False,False,False,True,False,False,False,False,True,False,True
0030_01,False,0.21372790605607045,False,-0.3457561632047509,0.22105997173546196,-0.16893816531170255,0.10825707235617633,0.13239789231000337,False,1,False,False,False,False,False,True,False,True,False,False,False,True
0031_01,False,1.245909318040475,False,-0.013941896239518765,-0.2853550449067772,2.1389485550376355,-0.27375941036293405,0.820916842752164,True,2,False,False,False,False,True,False,False,False,False,True,False,True
0031_02,False,-1.8506349179127386,False,-0.3457561632047509,-0.2853550449067772,-0.3094936723404968,-0.27375941036293405,-0.26953391767749507,True,2,False,False,False,False,True,False,False,False,False,True,False,True
0034_01,True,-0.061520470473104105,False,-0.3457561632047509,-0.2853550449067772,-0.3094936723404968,-0.27375941036293405,-0.26953391767749507,True,1,False,False,True,False,False,False,False,True,True,False,False,False
0035_01,False,-0.40558094113457227,False,0.8698624596959126,0.28897916220277403,-0.3094936723404968,0.5575853838381506,-0.26953391767749507,False,1,False,False,True,False,False,False,False,False,False,True,False,False
0038_01,False,-0.6120172235314532,False,0.5132396494061772,-0.16917748226532234,-0.3094936723404968,2.004352612442562,-0.26953391767749507,False,1,False,False,False,False,True,False,False,True,False,False,False,False
0041_01,True,-0.8184535059283341,False,-0.3457561632047509,-0.2853550449067772,-0.3094936723404968,-0.27375941036293405,-0.26953391767749507,True,1,False,False,False,False,False,True,False,False,False,False,False,True
0043_01,False,1.1082851297758878,False,-0.3457561632047509,-0.18764673581345107,-0.23140727954672222,1.9213055509818857,0.48907910117308145,False,1,True,False,False,False,False,False,False,False,True,False,False,True
0044_01,True,1.796406071098824,False,-0.3457561632047509,-0.2853550449067772,-0.3094936723404968,-0.27375941036293405,-0.26953391767749507,False,3,False,False,False,False,False,True,False,False,False,False,False,True
0044_02,True,-1.7130107296481514,False,-0.3457561632047509,-0.2853550449067772,-0.3094936723404968,-0.27375941036293405,-0.26953391767749507,True,3,False,False,False,False,False,True,False,False,False,False,False,False
0044_03,True,-0.5432051293991595,False,-0.3457561632047509,-0.2853550449067772,-0.3094936723404968,-0.27375941036293405,-0.26953391767749507,True,3,False,False,False,False,False,True,False,False,False,False,True,False
0045_01,False,-0.5432051293991595,False,1.1582617758432638,-0.2853550449067772,0.002851898834601559,-0.27375941036293405,-0.2127488495997911,False,1,False,False,False,False,True,False,False,False,False,True,False,True
0051_01,False,1.8652181652311177,False,-0.3457561632047509,-0.2186274191845057,-0.3094936723404968,0.9317342502083549,-0.15685104821080123,False,1,False,False,False,True,False,False,False,True,False,False,False,True
0053_01,False,-0.267956752869985,False,-0.3457561632047509,-0.2853550449067772,3.053426977311396,-0.27375941036293405,-0.26864665098878093,True,1,False,False,False,False,True,False,False,True,False,False,False,True
0056_01,False,-1.8506349179127386,False,-0.3457561632047509,-0.2853550449067772,-0.3094936723404968,-0.27375941036293405,-0.26953391767749507,True,3,False,False,False,False,False,False,False,True,True,False,False,True
0056_02,True,0.6266004708498323,False,-0.3457561632047509,-0.2853550449067772,-0.3094936723404968,-0.27375941036293405,-0.26953391767749507,True,3,False,False,False,False,False,False,False,True,True,False,False,True
0056_03,False,-0.13033256460539774,False,0.08684281101627603,0.07509329046799303,5.545250534019403,-0.023744046386582642,-0.2668721176113527,True,3,False,False,False,False,False,False,False,True,True,False,False,True
0058_01,True,0.488976282585245,False,-0.3457561632047509,-0.2853550449067772,-0.3094936723404968,-0.27375941036293405,-0.26953391767749507,False,1,False,False,False,False,False,True,False,True,False,False,True,False
0061_01,False,-0.47439303526686594,False,-0.27598213510458525,0.3676224353754512,-0.05267620270763815,0.9299858910197091,-0.26864665098878093,False,1,False,False,False,False,True,False,False,True,False,False,False,True
0062_01,False,2.27809073002488,False,-0.3457561632047509,0.06734811962522938,-0.3094936723404968,-0.25889835725944466,-0.24735225045964193,False,1,False,False,False,False,True,False,False,True,False,False,False,True
0066_01,False,2.27809073002488,False,-0.3442056292469694,-0.19420034191117416,0.032351202778916406,-0.27375941036293405,0.13860875913100226,False,1,False,False,False,False,False,True,False,False,False,False,False,True
0067_01,True,-1.9882591061773258,False,-0.3457561632047509,-0.2853550449067772,-0.3094936723404968,-0.27375941036293405,-0.26953391767749507,True,3,False,False,False,False,False,True,False,True,False,False,True,False
0067_02,False,-0.7496414117960405,False,-0.3442056292469694,-0.13164319279654463,0.4644292429044691,-0.27375941036293405,-0.26953391767749507,True,3,False,False,False,False,False,True,False,True,False,False,False,True
0067_03,False,-0.5432051293991595,False,2.671582918637967,-0.2633110971235268,-0.3094936723404968,-0.27375941036293405,-0.24823951714835607,False,3,False,False,False,False,True,False,False,True,False,False,False,False
0070_01,False,-0.6808293176637469,False,-0.05115471122627377,-0.2853550449067772,-0.3008174064745219,-0.27288523076861115,0.3746216983289594,False,1,False,False,False,False,True,False,False,False,False,False,False,True
0071_01,False,-0.8184535059283341,False,-0.32094761988024756,1.004513791599632,-0.3094936723404968,-0.27375941036293405,-0.22339604986436057,False,1,False,False,False,False,True,False,False,False,False,False,False,True
0072_01,False,-1.024889788325215,False,-0.3457561632047509,-0.28475926253425693,-0.3094936723404968,-0.27375941036293405,0.6736305724256194,False,1,False,False,False,False,True,False,False,True,False,False,False,True
0073_01,False,0.5577883767175387,False,-0.27443160114680376,-0.23590510798759387,0.9711231694774064,-0.27375941036293405,-0.25888671741292557,False,1,False,False,True,False,False,False,False,False,False,True,True,False
0074_01,False,0.9018488473790068,False,-0.3442056292469694,4.7174295371460255,-0.3094936723404968,-0.27375941036293405,0.179423026811852,True,1,False,True,False,False,False,False,False,True,True,False,False,True
0076_01,False,-0.13033256460539774,False,-0.11782767141087648,-0.2853550449067772,1.456994057972004,-0.27375941036293405,-0.26953391767749507,True,1,False,False,False,False,True,False,False,True,False,True,False,True
0077_01,False,-0.061520470473104105,False,-0.3240486877958105,-0.2853550449067772,1.9376591869470166,-0.27375941036293405,-0.26953391767749507,True,1,False,False,False,False,True,False,False,False,False,True,False,True
0078_01,False,0.6266004708498323,False,-0.3457561632047509,3.1940140106116663,-0.3094936723404968,0.006852239414719107,8.296138695168665,False,1,False,True,False,False,False,False,False,True,True,False,False,True
0081_01,True,-1.0937018824575087,False,-0.3457561632047509,-0.2853550449067772,-0.3094936723404968,-0.27375941036293405,-0.26953391767749507,False,1,False,False,False,False,False,True,False,True,False,False,False,True
0082_01,False,0.9018488473790068,False,11.13749832812473,-0.2853550449067772,-0.3094936723404968,-0.27375941036293405,-0.26953391767749507,False,2,False,False,False,False,True,False,False,False,False,True,False,True
0082_02,True,-1.8506349179127386,False,-0.3457561632047509,-0.2853550449067772,-0.3094936723404968,-0.27375941036293405,-0.26953391767749507,True,2,False,False,False,False,True,False,False,False,False,True,False,True
0084_01,False,-0.33676884700227866,False,0.7210111997488926,-0.2853550449067772,-0.3094936723404968,-0.27375941036293405,-0.25445038396935493,True,1,False,False,False,False,False,True,False,True,False,False,False,True
0085_01,True,0.7642246591144195,False,-0.3457561632047509,-0.2853550449067772,-0.3094936723404968,-0.27375941036293405,-0.26953391767749507,True,1,False,True,False,False,False,False,False,True,True,False,False,True
0086_01,False,0.9706609415113004,False,-0.01859349811286314,-0.2853550449067772,-0.3094936723404968,0.28396717081508066,0.18563389363285085,False,1,False,False,False,False,True,False,False,False,False,False,False,True
0088_01,True,1.1082851297758878,False,-0.3457561632047509,-0.2853550449067772,-0.3094936723404968,-0.27375941036293405,-0.26953391767749507,True,1,False,False,False,True,False,False,False,True,False,True,True,False
0090_01,True,0.42016418845295134,False,-0.3457561632047509,-0.2853550449067772,-0.3094936723404968,-0.27375941036293405,-0.26953391767749507,True,1,False,False,False,False,False,True,False,True,False,False,False,True
0091_02,False,-0.13033256460539774,False,-0.3442056292469694,0.12990526873985891,-0.2557008239714521,-0.10941364663022754,-0.26953391767749507,False,1,False,False,False,False,True,False,False,True,False,False,False,True
0092_01,False,-0.6808293176637469,False,-0.3457561632047509,-0.2853550449067772,0.8531259537001471,-0.27288523076861115,-0.23936685026121482,False,1,False,False,False,False,False,True,False,False,False,False,False,True
0092_03,True,-1.781822823780445,False,-0.3457561632047509,-0.2853550449067772,-0.3094936723404968,-0.27375941036293405,-0.26953391767749507,True,1,False,False,False,False,False,True,False,False,False,False,False,True
0097_01,False,1.7275939769665305,False,-0.3457561632047509,0.43435006109772273,-0.3094936723404968,-0.27113687157996536,0.29565496303340233,False,1,False,False,False,False,False,False,False,True,True,False,False,True
0098_01,False,-0.19914465873769138,False,-0.3457561632047509,0.22463466597058365,-0.3008174064745219,-0.24578566334460106,-0.26953391767749507,False,2,False,False,False,False,False,True,False,False,False,False,False,True
0098_02,False,-0.19914465873769138,False,-0.3457561632047509,1.3893892042477338,1.3511436144071094,-0.27375941036293405,-0.19234171575936623,True,2,False,False,False,False,False,True,False,False,False,False,False,True
0099_01,False,-0.40558094113457227,False,0.13645989766528271,-0.030955971840617057,0.6032494967600683,-0.2414147653729865,-0.26953391767749507,False,1,False,False,False,False,True,False,False,False,False,False,True,False
0102_01,False,-0.7496414117960405,False,-0.3457561632047509,-0.2853550449067772,-0.3094936723404968,0.45180965292507885,-0.18879264900450973,False,1,False,False,False,False,True,False,False,True,False,False,False,True
0103_02,True,-1.368950258986683,False,-0.3457561632047509,-0.2853550449067772,-0.3094936723404968,-0.27375941036293405,-0.26953391767749507,True,2,False,False,False,False,False,True,False,True,False,False,False,False
0103_03,True,-1.5753865413835642,False,-0.3457561632047509,-0.2853550449067772,-0.3094936723404968,-0.27375941036293405,-0.26953391767749507,False,2,False,False,False,False,False,True,False,True,False,False,False,True
0107_01,False,-0.5432051293991595,False,2.356824525208331,-0.2823761330441758,-0.27999436839618197,-0.27375941036293405,-0.26953391767749507,False,1,False,False,True,False,False,False,False,True,False,True,False,True
0108_01,True,-0.40558094113457227,False,-0.3457561632047509,-0.2853550449067772,-0.3094936723404968,-0.27375941036293405,-0.26953391767749507,False,1,False,False,False,False,False,True,False,True,False,False,False,True
0110_03,False,0.9018488473790068,False,3.0793733495344906,6.517288084529796,-0.3094936723404968,1.3592080718322566,0.12529975880029037,True,2,True,False,False,False,False,False,False,False,True,False,False,True
0110_04,True,-0.061520470473104105,False,-0.3457561632047509,-0.2853550449067772,-0.3094936723404968,-0.27375941036293405,-0.26953391767749507,True,2,True,False,False,False,False,False,False,False,True,False,False,True
0111_01,True,0.007291623659189528,False,-0.3457561632047509,-0.2853550449067772,-0.3094936723404968,-0.27375941036293405,-0.26953391767749507,True,1,False,False,False,True,False,False,False,True,True,False,False,True
0112_01,False,1.3147214121727686,True,-0.3457561632047509,1.2261448341771768,-0.1585266462725326,-0.25889835725944466,-0.25799945072421143,True,1,True,False,False,False,False,False,False,True,True,False,False,False
0113_01,False,2.415714918289467,False,-0.3457561632047509,-0.2853550449067772,1.0856498789082758,-0.27375941036293405,-0.26953391767749507,True,1,False,False,False,False,True,False,False,False,False,False,False,True
0114_01,False,-0.13033256460539774,False,-0.21861237866667127,-0.19181721242109304,0.4349299389601543,-0.06570466691408218,-0.26864665098878093,False,1,False,False,False,False,False,True,False,True,False,False,False,True
0116_01,False,0.28254000018836406,False,-0.3442056292469694,1.0390691692058083,-0.3094936723404968,-0.2632692552310592,0.08892182456301127,True,1,False,False,True,False,False,False,False,False,True,False,False,True
0119_02,True,-1.0937018824575087,False,-0.3457561632047509,-0.2853550449067772,-0.3094936723404968,-0.27375941036293405,-0.26953391767749507,True,1,False,False,False,False,False,False,False,False,True,False,False,True
0122_01,False,0.007291623659189528,False,-0.3457561632047509,-0.2853550449067772,-0.3094936723404968,0.337292126068778,-0.20387618271264984,False,1,False,False,False,False,False,True,False,True,False,False,False,True
0123_01,False,-0.7496414117960405,False,-0.26047679552677067,0.07032703148783077,-0.22446626685394225,-0.27375941036293405,-0.26864665098878093,False,1,False,False,False,False,True,False,False,False,False,False,False,True
0126_01,True,2.622151200686348,False,-0.3457561632047509,-0.2853550449067772,-0.3094936723404968,-0.27375941036293405,-0.26953391767749507,True,1,False,False,False,False,True,False,False,True,False,True,False,True
0127_01,False,0.42016418845295134,False,0.7411681412000516,-0.2853550449067772,0.2041412669252205,-0.27375941036293405,-0.24735225045964193,False,1,False,False,False,True,False,False,False,True,False,True,False,True
0128_01,False,2.209278635892586,True,3.3026502394550206,-0.08636373248500323,-0.2938763937817419,0.002481341443104571,-0.2677593843000668,False,2,False,False,True,False,False,False,False,True,False,True,False,True
0128_02,False,1.1082851297758878,False,2.915016750009656,-0.2817803506716555,-0.3094936723404968,-0.27375941036293405,-0.26953391767749507,False,2,False,False,False,True,False,False,False,True,False,True,False,True
0133_01,True,-0.6808293176637469,False,-0.3457561632047509,-0.2853550449067772,-0.3094936723404968,-0.27375941036293405,-0.26953391767749507,True,2,False,False,False,False,True,False,False,True,False,True,False,True
0133_02,False,0.488976282585245,False,3.899605813200882,-0.2853550449067772,-0.3094936723404968,-0.27375941036293405,-0.26953391767749507,False,2,False,False,True,False,False,False,False,True,False,True,False,True
0134_01,False,-0.6808293176637469,False,-0.3457561632047509,-0.27701409169149327,0.9572411440918466,-0.27375941036293405,-0.26953391767749507,True,1,False,False,False,False,False,True,False,False,False,False,False,True
0138_01,True,-1.0937018824575087,False,-0.3457561632047509,-0.2853550449067772,-0.3094936723404968,-0.27375941036293405,-0.26953391767749507,True,1,False,False,False,False,False,True,False,False,False,False,False,True
0139_01,True,0.42016418845295134,False,-0.3457561632047509,-0.2853550449067772,-0.3094936723404968,-0.27375941036293405,-0.26953391767749507,True,1,False,True,False,False,False,False,False,True,True,False,False,False
0140_01,True,-0.33676884700227866,False,-0.3457561632047509,-0.2853550449067772,-0.3094936723404968,-0.27375941036293405,-0.26953391767749507,True,1,False,False,False,False,False,True,False,False,False,False,False,True
0140_02,False,-0.19914465873769138,False,0.33647877821909083,-0.2853550449067772,-0.3094936723404968,-0.27375941036293405,0.1403832925084305,False,1,False,False,False,False,True,False,False,False,False,False,False,True
0144_01,False,-0.6120172235314532,False,-0.3457561632047509,-0.035126448448259025,0.05490949403045129,-0.27375941036293405,-0.26953391767749507,True,1,False,False,False,False,True,False,False,True,False,False,False,True
0146_01,False,1.8652181652311177,False,-0.3457561632047509,-0.2853550449067772,-0.3094936723404968,-0.27375941036293405,-0.26953391767749507,False,1,False,False,False,False,False,True,False,True,False,False,False,True
0147_01,True,1.4523456004373558,False,-0.3457561632047509,-0.2853550449067772,-0.3094936723404968,-0.27375941036293405,-0.26953391767749507,True,1,False,False,False,False,False,True,False,True,False,False,False,True
0148_01,False,0.9018488473790068,False,1.3164162395369725,-0.2853550449067772,-0.2921411406085469,-0.27375941036293405,-0.2021016493352216,False,1,False,False,False,False,True,False,False,False,False,True,False,True
0151_01,True,0.6266004708498323,False,-0.3457561632047509,-0.2853550449067772,-0.3094936723404968,-0.27375941036293405,-0.26953391767749507,False,1,False,False,False,False,False,True,False,False,False,False,False,False
0160_01,False,-0.47439303526686594,False,6.040893208897076,-0.2853550449067772,-0.3094936723404968,-0.27375941036293405,-0.21541064966593346,False,1,False,False,False,False,False,True,False,False,False,False,False,True
0163_01,True,-0.19914465873769138,False,-0.3457561632047509,-0.2853550449067772,-0.3094936723404968,-0.27375941036293405,-0.26953391767749507,True,2,True,False,False,False,False,False,False,False,True,False,False,True
0163_02,True,-0.8184535059283341,False,-0.3457561632047509,-0.2853550449067772,-0.3094936723404968,-0.27375941036293405,-0.26953391767749507,True,2,True,False,False,False,False,False,False,False,True,False,False,True
0164_02,True,-0.8184535059283341,False,-0.3457561632047509,-0.2853550449067772,-0.3094936723404968,-0.27375941036293405,-0.26953391767749507,False,1,False,False,False,False,False,True,False,True,False,False,True,False
0167_01,True,-1.0937018824575087,False,-0.3457561632047509,-0.2853550449067772,-0.3094936723404968,-0.27375941036293405,-0.26953391767749507,True,2,False,False,False,False,True,False,False,True,False,True,False,True
0167_02,False,-0.13033256460539774,False,1.7707226891669396,-0.2853550449067772,-0.22620152002713725,-0.2545274592878301,-0.14797838132365998,False,2,False,False,False,False,True,False,False,True,False,True,False,True
0169_01,True,0.1449158119237768,False,-0.3457561632047509,-0.2853550449067772,-0.3094936723404968,-0.27375941036293405,-0.26953391767749507,False,1,False,False,False,False,False,True,False,False,False,False,False,True
0170_01,False,-0.33676884700227866,False,-0.3457561632047509,-0.2853550449067772,-0.3094936723404968,-0.0805657200175716,0.23354629482341357,False,1,False,False,False,True,False,False,False,True,False,False,False,True
0171_01,True,-0.6808293176637469,False,-0.3457561632047509,-0.2853550449067772,-0.3094936723404968,-0.27375941036293405,-0.26953391767749507,True,1,False,False,False,False,False,True,False,True,False,False,True,False
0172_01,True,0.21372790605607045,False,-0.3457561632047509,-0.2853550449067772,-0.3094936723404968,-0.27375941036293405,-0.26953391767749507,True,1,False,False,False,False,False,True,False,False,False,False,False,True
0174_01,False,-0.5432051293991595,False,0.0992470826785277,-0.2853550449067772,-0.281729621569377,-0.17322875701579976,-0.11426224715252326,False,1,False,False,False,False,True,False,False,False,False,False,False,False
0177_01,False,0.6266004708498323,False,-0.3457561632047509,5.878609381188054,-0.30775841916730184,12.812709116650986,1.603486062198022,False,1,True,False,False,False,False,False,False,True,True,False,False,True
0178_01,False,0.6266004708498323,False,4.947766768661148,-0.2853550449067772,-0.030117911456103267,-0.24928238172189268,-0.16394918172051423,False,1,False,False,True,False,False,False,False,True,False,True,False,True
0179_01,False,-0.6808293176637469,False,-0.3442056292469694,-0.15487870532483558,0.858331713219732,-0.27201105117428825,-0.2597739841016397,True,3,False,False,False,False,False,True,False,False,False,False,False,True
0179_02,False,-1.9882591061773258,False,-0.3457561632047509,-0.2853550449067772,-0.3094936723404968,-0.27375941036293405,-0.26953391767749507,False,3,False,False,False,False,False,True,False,False,False,False,False,True
0179_03,False,-1.781822823780445,False,-0.3457561632047509,-0.2853550449067772,-0.3094936723404968,-0.27375941036293405,-0.26953391767749507,True,3,False,False,False,False,False,True,False,False,False,False,False,True
0181_01,False,-0.6120172235314532,False,-0.3457561632047509,-0.2853550449067772,-0.30428791282091183,-0.01237971166038485,-0.1879053823157956,False,1,False,False,False,False,False,True,False,False,False,False,False,True
0182_01,True,-0.33676884700227866,False,-0.3457561632047509,-0.2853550449067772,-0.3094936723404968,-0.27375941036293405,-0.26953391767749507,True,1,False,True,False,False,False,False,False,False,True,False,False,True
0183_01,False,0.5577883767175387,False,-0.3193970859224661,-0.19837081851881613,0.42972417944056934,-0.27375941036293405,-0.06368804589581815,True,1,False,False,False,False,True,False,False,True,False,False,False,True
0186_01,False,-0.267956752869985,False,-0.24962305782230046,-0.2853550449067772,-0.3094936723404968,-0.27375941036293405,0.578693036733208,False,1,False,False,False,False,False,True,False,False,False,False,False,True
0188_01,True,1.8652181652311177,False,-0.3457561632047509,-0.2853550449067772,-0.3094936723404968,-0.27375941036293405,-0.26953391767749507,True,1,False,False,False,False,False,True,False,True,False,False,False,True
0189_01,False,1.3835335063050622,False,-0.21551131075110835,-0.28356769778921637,0.3863428501106946,-0.09717513230970684,-0.18258178218351084,False,1,False,False,False,True,False,False,False,False,False,False,False,False
0192_01,True,-1.9194470120450322,False,-0.3457561632047509,-0.2853550449067772,-0.3094936723404968,-0.27375941036293405,-0.26953391767749507,True,3,False,False,False,False,False,True,False,False,False,False,False,True
0192_02,False,-1.437762353118977,False,-0.3457561632047509,-0.2853550449067772,-0.3094936723404968,-0.27375941036293405,-0.26953391767749507,False,3,False,False,False,False,False,True,False,False,False,False,False,True
0192_03,False,0.6954125649821259,False,-0.3457561632047509,-0.2853550449067772,-0.2921411406085469,0.5112538653390366,-0.26953391767749507,False,3,False,False,False,False,False,True,False,False,False,False,False,True
0193_01,True,-1.8506349179127386,False,-0.3457561632047509,-0.2853550449067772,-0.3094936723404968,-0.27375941036293405,-0.26953391767749507,True,2,False,False,False,False,True,False,False,False,False,True,False,True
0193_03,False,-1.9882591061773258,False,-0.3457561632047509,-0.2853550449067772,-0.3094936723404968,-0.27375941036293405,-0.26953391767749507,True,2,False,False,False,False,True,False,False,False,False,True,False,True
0195_01,False,0.6954125649821259,False,0.28376062365452126,-0.2853550449067772,1.1949708288195602,-0.27375941036293405,-0.26953391767749507,True,1,False,False,False,False,True,False,False,False,False,True,False,True
0196_01,False,-0.267956752869985,False,1.2854055603813435,-0.2853550449067772,0.9381533591867016,-0.27375941036293405,-0.2633230508564962,False,1,False,False,True,False,False,False,False,False,False,True,True,False
0197_01,False,0.488976282585245,False,-0.3457561632047509,0.2937454211829363,-0.3094936723404968,0.4212133671237771,0.24064442833312658,False,1,False,True,False,False,False,False,False,False,True,False,False,True
0199_01,True,-0.7496414117960405,False,-0.3457561632047509,-0.2853550449067772,-0.3094936723404968,-0.27375941036293405,-0.26953391767749507,False,1,False,False,False,False,False,True,False,True,False,False,False,True
0200_01,True,-0.9560776941929213,False,-0.3457561632047509,-0.2853550449067772,-0.3094936723404968,-0.27375941036293405,-0.26953391767749507,True,1,False,False,False,False,False,True,False,False,False,False,False,True
0201_01,True,0.42016418845295134,False,-0.3457561632047509,-0.2853550449067772,-0.3094936723404968,-0.27375941036293405,-0.26953391767749507,True,2,True,False,False,False,False,False,False,True,True,False,False,True
0201_02,True,1.245909318040475,False,-0.3457561632047509,-0.2853550449067772,-0.3094936723404968,-0.27375941036293405,-0.26953391767749507,True,2,True,False,False,False,False,False,False,True,True,False,False,True
0202_01,True,1.1082851297758878,False,-0.3457561632047509,-0.2853550449067772,-0.3094936723404968,-0.27375941036293405,-0.26953391767749507,True,1,True,False,False,False,False,False,False,False,True,False,False,False
0203_01,True,1.5211576945696494,False,-0.3457561632047509,-0.2853550449067772,-0.3094936723404968,-0.27375941036293405,-0.26953391767749507,True,1,False,True,False,False,False,False,False,True,True,False,False,True
0205_01,False,0.007291623659189528,False,-0.3457561632047509,-0.28416348016173665,-0.1949669629096274,-0.27375941036293405,0.3559890978659628,False,1,False,False,False,False,False,True,False,True,False,False,False,True
0207_01,True,-0.6808293176637469,False,-0.3457561632047509,-0.2853550449067772,-0.3094936723404968,-0.27375941036293405,-0.26953391767749507,False,1,False,False,False,False,False,True,False,False,False,False,True,False
0211_01,False,0.007291623659189528,False,1.0528254667141246,-0.28475926253425693,-0.07176398761278305,-0.27375941036293405,-0.26953391767749507,True,2,False,False,False,False,True,False,False,False,False,True,False,True
